time_sec,speed_mph,speed_kmh
825.0,29.9,48.1193856
826.0,29.9,48.1193856
827.0,29.9,48.1193856
828.0,29.6,47.63658240000001
829.0,29.5,47.47564800000001
830.0,29.5,47.47564800000001
831.0,29.3,47.1537792
832.0,28.9,46.5100416
833.0,28.2,45.3835008
834.0,27.7,44.578828800000004
835.0,27.0,43.452288
836.0,25.5,41.038272000000006
837.0,23.7,38.1414528
838.0,22.0,35.405568
839.0,20.5,32.991552
840.0,19.2,30.8994048
841.0,19.2,30.8994048
842.0,20.1,32.347814400000004
843.0,20.9,33.6352896
844.0,21.4,34.4399616
845.0,22.0,35.405568
846.0,22.6,36.37117440000001
847.0,23.2,37.3367808
848.0,24.0,38.624256
849.0,25.0,40.2336
850.0,26.0,41.842944
851.0,26.6,42.80855040000001
852.0,26.6,42.80855040000001
853.0,26.8,43.130419200000006
854.0,27.0,43.452288
855.0,27.2,43.7741568
856.0,27.8,44.739763200000006
857.0,28.1,45.222566400000005
858.0,28.8,46.349107200000006
859.0,28.9,46.5100416
860.0,29.0,46.670976
861.0,29.1,46.831910400000005
862.0,29.0,46.670976
863.0,28.1,45.222566400000005
864.0,27.5,44.25696000000001
865.0,27.0,43.452288
866.0,25.8,41.521075200000006
867.0,25.0,40.2336
868.0,24.5,39.428928
869.0,24.8,39.911731200000006
870.0,25.1,40.394534400000005
871.0,25.5,41.038272000000006
872.0,25.7,41.3601408
873.0,26.2,42.1648128
874.0,26.9,43.2913536
875.0,27.5,44.25696000000001
876.0,27.8,44.739763200000006
877.0,28.4,45.7053696
878.0,29.0,46.670976
879.0,29.2,46.9928448
880.0,29.1,46.831910400000005
881.0,29.0,46.670976
882.0,28.9,46.5100416
883.0,28.5,45.866304
884.0,28.1,45.222566400000005
885.0,28.0,45.061632
886.0,28.0,45.061632
887.0,27.6,44.41789440000001
888.0,27.2,43.7741568
889.0,26.6,42.80855040000001
890.0,27.0,43.452288
891.0,27.5,44.25696000000001
892.0,27.8,44.739763200000006
893.0,28.0,45.061632
894.0,27.8,44.739763200000006
895.0,28.0,45.061632
896.0,28.0,45.061632
897.0,28.0,45.061632
898.0,27.7,44.578828800000004
899.0,27.4,44.0960256
900.0,26.9,43.2913536
